Item,Part,Quest,Gender,Edu,Time,Score,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR1b_34,9,SR1b,female,Diplôme_trois,586,1,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_34,6,SR1b,female,Baccalauréat,1175,7,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_34,11,SR1b,female,Maîtrise,527,6,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_34,8,SR1b,female,Maîtrise,1121,6,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_34,7,SR1b,female,Doctorat,2052,6,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_35,6,SR1b,female,Baccalauréat,1175,2,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_35,7,SR1b,female,Doctorat,2052,5,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_35,9,SR1b,female,Diplôme_trois,586,3,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_35,11,SR1b,female,Maîtrise,527,2,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_35,10,SR1b,male,Maîtrise,931,7,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_35,8,SR1b,female,Maîtrise,1121,7,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_36,9,SR1b,female,Diplôme_trois,586,4,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_36,7,SR1b,female,Doctorat,2052,3,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_36,10,SR1b,male,Maîtrise,931,1,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_36,6,SR1b,female,Baccalauréat,1175,6,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_36,11,SR1b,female,Maîtrise,527,2,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_36,8,SR1b,female,Maîtrise,1121,5,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_37,6,SR1b,female,Baccalauréat,1175,7,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_37,7,SR1b,female,Doctorat,2052,6,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_37,10,SR1b,male,Maîtrise,931,7,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_37,8,SR1b,female,Maîtrise,1121,3,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_37,9,SR1b,female,Diplôme_trois,586,6,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_37,11,SR1b,female,Maîtrise,527,6,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_38,6,SR1b,female,Baccalauréat,1175,6,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_38,11,SR1b,female,Maîtrise,527,4,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_38,10,SR1b,male,Maîtrise,931,1,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_38,8,SR1b,female,Maîtrise,1121,2,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_38,7,SR1b,female,Doctorat,2052,5,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_38,9,SR1b,female,Diplôme_trois,586,3,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_39,10,SR1b,male,Maîtrise,931,7,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_39,7,SR1b,female,Doctorat,2052,5,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_39,8,SR1b,female,Maîtrise,1121,3,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_39,11,SR1b,female,Maîtrise,527,6,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_39,9,SR1b,female,Diplôme_trois,586,3,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_39,6,SR1b,female,Baccalauréat,1175,6,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_41,8,SR1b,female,Maîtrise,1121,6,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_41,7,SR1b,female,Doctorat,2052,5,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_41,6,SR1b,female,Baccalauréat,1175,7,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_41,9,SR1b,female,Diplôme_trois,586,7,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_41,11,SR1b,female,Maîtrise,527,6,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_41,10,SR1b,male,Maîtrise,931,7,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_42,7,SR1b,female,Doctorat,2052,3,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_42,8,SR1b,female,Maîtrise,1121,2,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_42,9,SR1b,female,Diplôme_trois,586,1,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_42,10,SR1b,male,Maîtrise,931,1,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_42,6,SR1b,female,Baccalauréat,1175,7,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_42,11,SR1b,female,Maîtrise,527,1,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_43,9,SR1b,female,Diplôme_trois,586,3,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_43,10,SR1b,male,Maîtrise,931,7,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_43,8,SR1b,female,Maîtrise,1121,2,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_43,11,SR1b,female,Maîtrise,527,3,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_43,6,SR1b,female,Baccalauréat,1175,4,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_43,7,SR1b,female,Doctorat,2052,3,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_44,9,SR1b,female,Diplôme_trois,586,5,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_44,10,SR1b,male,Maîtrise,931,3,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_44,8,SR1b,female,Maîtrise,1121,4,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_44,6,SR1b,female,Baccalauréat,1175,7,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_44,11,SR1b,female,Maîtrise,527,2,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_44,7,SR1b,female,Doctorat,2052,3,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_45,7,SR1b,female,Doctorat,2052,7,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_45,10,SR1b,male,Maîtrise,931,7,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_45,6,SR1b,female,Baccalauréat,1175,7,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_45,8,SR1b,female,Maîtrise,1121,7,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_45,11,SR1b,female,Maîtrise,527,6,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_45,9,SR1b,female,Diplôme_trois,586,7,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_46,11,SR1b,female,Maîtrise,527,1,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_46,6,SR1b,female,Baccalauréat,1175,2,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_46,7,SR1b,female,Doctorat,2052,6,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_46,10,SR1b,male,Maîtrise,931,1,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_46,8,SR1b,female,Maîtrise,1121,1,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_46,9,SR1b,female,Diplôme_trois,586,2,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_47,7,SR1b,female,Doctorat,2052,3,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_47,8,SR1b,female,Maîtrise,1121,5,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_47,9,SR1b,female,Diplôme_trois,586,3,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_47,10,SR1b,male,Maîtrise,931,7,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_47,11,SR1b,female,Maîtrise,527,5,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_47,6,SR1b,female,Baccalauréat,1175,2,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_48,10,SR1b,male,Maîtrise,931,7,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_48,11,SR1b,female,Maîtrise,527,6,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_48,9,SR1b,female,Diplôme_trois,586,5,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_48,8,SR1b,female,Maîtrise,1121,2,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_48,6,SR1b,female,Baccalauréat,1175,6,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_48,7,SR1b,female,Doctorat,2052,3,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_49,11,SR1b,female,Maîtrise,527,7,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_49,8,SR1b,female,Maîtrise,1121,5,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_49,6,SR1b,female,Baccalauréat,1175,7,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_49,7,SR1b,female,Doctorat,2052,7,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_49,9,SR1b,female,Diplôme_trois,586,7,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_49,10,SR1b,male,Maîtrise,931,7,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_50,11,SR1b,female,Maîtrise,527,2,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_50,7,SR1b,female,Doctorat,2052,3,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_50,6,SR1b,female,Baccalauréat,1175,5,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_50,9,SR1b,female,Diplôme_trois,586,1,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_50,8,SR1b,female,Maîtrise,1121,2,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_50,10,SR1b,male,Maîtrise,931,2,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_51,9,SR1b,female,Diplôme_trois,586,5,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_51,11,SR1b,female,Maîtrise,527,6,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_51,7,SR1b,female,Doctorat,2052,6,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_51,6,SR1b,female,Baccalauréat,1175,4,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_51,8,SR1b,female,Maîtrise,1121,2,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_51,10,SR1b,male,Maîtrise,931,7,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_52,10,SR1b,male,Maîtrise,931,1,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_52,9,SR1b,female,Diplôme_trois,586,2,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_52,8,SR1b,female,Maîtrise,1121,5,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_52,11,SR1b,female,Maîtrise,527,6,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_52,6,SR1b,female,Baccalauréat,1175,6,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_52,7,SR1b,female,Doctorat,2052,5,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_53,6,SR1b,female,Baccalauréat,1175,7,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_53,10,SR1b,male,Maîtrise,931,7,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_53,9,SR1b,female,Diplôme_trois,586,7,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_53,7,SR1b,female,Doctorat,2052,6,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_53,11,SR1b,female,Maîtrise,527,6,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_53,8,SR1b,female,Maîtrise,1121,5,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_54,8,SR1b,female,Maîtrise,1121,4,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_54,6,SR1b,female,Baccalauréat,1175,6,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_54,9,SR1b,female,Diplôme_trois,586,6,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_54,11,SR1b,female,Maîtrise,527,3,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_54,10,SR1b,male,Maîtrise,931,1,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_54,7,SR1b,female,Doctorat,2052,3,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_55,9,SR1b,female,Diplôme_trois,586,3,135,539,"Le sénateur est parti seul en voyage à l'étranger. Elle était dans une zone dangereuse. Cependant, elle a ensuite été kidnappée par deux criminels.",IMPLAUS_CONN,kidnappée,SC3
SR1b_55,8,SR1b,female,Maîtrise,1121,2,135,539,"Le sénateur est parti seul en voyage à l'étranger. Elle était dans une zone dangereuse. Cependant, elle a ensuite été kidnappée par deux criminels.",IMPLAUS_CONN,kidnappée,SC3
SR1b_55,10,SR1b,male,Maîtrise,931,6,135,539,"Le sénateur est parti seul en voyage à l'étranger. Elle était dans une zone dangereuse. Cependant, elle a ensuite été kidnappée par deux criminels.",IMPLAUS_CONN,kidnappée,SC3
